name,description,channel_id,date_subscribed
Mwanga,"http://www.mwangamusic.com
Mwanga is a movement of young African creatives driven by a passion to launch the next generation of worshippers. They are passionate about African creative artists and wish to create a path way for African music go global. Mwanga’s vision is to build springboard platforms and initiatives that create opportunity for artist’s development with the aim of launching a generation of creatives who are healthy, skilled and grounded in God to become the change agents in their communities.",UCAxCYaBAIrS-fFUngo0bvBA,2016-06-17T09:37:11Z
Esther Kazungu,"Your not so average Kenyan girl, short with a tall personality  going about her life outside the ordinary lenses of life and being silly while at it. Trying to 'release' after a busy week. O:)",UCB-igeNbD87YuTiiXDWC1LA,2016-08-29T11:48:07Z
Nairobi Comedy Club,Brian Onjoro presents: The Onjoro Report.,UCB2Y5ssz8INL4bRYUqjby3g,2020-02-15T18:29:17.215538Z
The Movie Rabbit Hole,,UCB6ZABC2cArGjau4AyBMqVg,2024-05-03T10:14:50.252419Z
vicmass luodollar,"PROFILE 
Ochieng Victor Ondeye alias Vicmass Luodollar a Kenyan Afro Rap Magician  currently resides in Nairobi City. [KENYA]. He started his music lesson/how to rap when he was 5 years old.

MUSIC AS A PASSION 
I did not really choose to become a rapstar and a wellknown musician. I believe it was passed from blood to blood. My Grandpa Obiero Pindwa was poet [performer]. My mother was in choir all her school life and my father was a music publisher and executive producer,he owned music stores in Kisumu City so I combined both three heads to become a musician and a lead promoter of my music which means I proof first before I let my music to the mass. 

MUSICAL INFLUENCE 
I have always been longing to play live instruments like Nyatiti, Orutu, Marimba, trumpet and Kayamba.

EMAIL: stopmkali@gmail.com 
FACEBOOK: www.facebook.com/luodollar 
TWITTER: www.twitter.com/luodollar 
INSTAGRAM: www.instagram.com/vicmassluodollar 
YOUTUBE: www.youtube.com/vicmassluodollar",UCBA4IOtdcsAsmGZV4Ec4DUQ,2016-06-01T17:25:07Z
Anna Montez Beauty,Makeup artist/beautician,UCBEIUCIYh8c3NXSdgfedHig,2018-08-24T11:01:43.079891Z
Black Eyed Peas,"This is the official YouTube channel of Black Eyed Peas — your destination for iconic music videos, behind-the-scenes moments, and hits like Where Is The Love?, I Gotta Feeling, Boom Boom Pow, Pump It, My Humps, RITMO (with J Balvin), MAMACITA (with Ozuna & J Rey Soul), Don’t You Worry (ft. Shakira & David Guetta) and  SIMPLY THE BEST (with Anitta & El Alfa) 

For nearly three decades, Black Eyed Peas have shaped the rhythm of culture with their genre-blurring sound that blends hip-hop, pop, electro, and world beats. Formed in Los Angeles in 1995, the trio—will.i.am, Apl.de.Ap, and Taboo—have consistently redefined themselves while leaving an indelible mark on the global music scene.",UCBFaOy1_APEXEyA6Gws_Y1g,2020-01-06T00:05:50.207358Z
goodcharlotte,"Good Charlotte on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCBG23A6QEgi8lzxbWDrNquQ,2018-05-03T08:29:05.27677Z
Common,"The official ThinkCommon YouTube Channel is the cultural intersection of hip-hop, activism, artistry, and innovation.  Join us weekly for exclusive commentary, poetry, a look behind-the-scenes, and more.  Brought to you by Common.",UCBGDlQIq1hx5nSTIpWTsGAQ,2019-12-26T01:01:24.749514Z
Marques Brownlee,"MKBHD: Quality Tech Videos | YouTuber | Geek | Consumer Electronics | Tech Head | Internet Personality!

business@MKBHD.com

NYC",UCBJycsmduvYEL83R_U4JriQ,2016-11-26T20:14:59Z
CoolaGangVEVO,,UCBNxnXKcF76pm7SQlIfYJBw,2015-08-15T09:56:36Z
twenty one pilots,"welcome to the official twenty one pilots YouTube channel. 


stay strong. live on. pass on these songs.


subscribe for more official content from twenty one pilots: https://top.lnk.to/subscribe",UCBQZwaNPFfJ1gZ1fLZpAEGw,2017-01-10T21:42:31Z
Hannahw,Channel under construction!,UCBR27mmKxa7d_EKx891kfZA,2018-04-12T09:05:56.201432Z
Flo Rida,"This is the one and only official YouTube channel for Flo Rida. Subscribe today for new music and videos! 

HIT SINGLE: Bad Idea feat. That Mexican OT (Official Audio)
https://flo-rida.lnk.to/badidea

Website: http://www.officialflo.com/
Website: https://clubflo.com/
Twitter: https://twitter.com/official_flo
Facebook: https://www.facebook.com/officialflo
Instagram: http://instagram.com/official_flo",UCBRFlde39a2U4nAkmGqJwAQ,2015-12-16T17:36:44Z
Nostalgic Jams,Nostalgic Jams represents the best of music. Established in the year 2014.,UCBUBfRvIMDTK3sTcm2e5q8Q,2016-05-22T21:09:57Z
Ace Tha Don KE,"Official ""Ace Tha Don"" & ""Euphony"" YouTube account.
#ALPHA



Ace Tha Don is a prominent rapper and songwriter, and most recently the founder of ""Euphony Africa"". He emerged on the scene in 2011 with one goal: To share his talent and passion for music with the world.
Presently considered among artists and fans alike as the 'Future Of Kenyan Hiphop', and a citation to prove so, Ace is undoubtedly one of the best rappers of this generation, and an icon to those that come after him.",UCBUGJqOVmGE79oumPCozbbQ,2019-11-02T17:00:56.133004Z
BuzzFeed Multiplayer,"Home for all things gaming, cosplay, real-life recreations, real professionals playing games, challenges, and more! If this sounds like the stuff you’re into then please subscribe today!

Love BuzzFeed Multiplayer? Get the merch! BUY NOW: https://bzfd.it/shopmultiplayeryoutube

Follow us on Twitter: https://twitter.com/multiplayerBF
Like us on Facebook: https://www.facebook.com/buzzfeedmultiplayer/",UCBUVGPsJzc1U8SECMgBaMFw,2018-07-01T20:00:42.297605Z
Maroon 5,"New album “Love Is Like” out now!
https://maroon5.lnk.to/LoveIsLike",UCBVjMGOIkavEAhyqpxJ73Dw,2018-04-05T12:21:02.450429Z
Auto Konnekt Kenya,"We are all about cars. An alluring motor vehicle experience delivered in a palatable composition. 

We would be glad to be a part of your car ownership journey so reach out to us for;
- In depth Consultation sessions 
- Comprehensive Pre-purchase Inspections
- Quality Car Sourcing 

📞 +254710844863

Follow us for more on;

Whatsapp Channel: https://whatsapp.com/channel/0029VbB4Z5fJJhzeYevILq08

Facebook: https://www.facebook.com/share/16ug7XBDPC/

Instagram: https://www.instagram.com/autokonnekt_kenya?igsh=aXN4Nnc1eHUzNWhp

TikTok: https://www.tiktok.com/@autokonnekt.kenya?_t=ZM-8zQTpnvyWNZ&_r=1",UCBXe79nnuPRYci4acLafjHA,2024-03-24T15:22:48.570142Z
Top Dawg Entertainment,"Official Home of SZA, ScHoolboy Q, Jay Rock, Doechii, Ab-Soul, Isaiah Rashad, Lance Skiiiwalker, SiR, Zacari, Ray Vaughn, Kal Banx, Alemeda & Devin Malik",UCBY8aDToI-OBq2fe7NbwoqA,2017-05-06T20:14:27Z
Jeremih,Jeremih's Official YouTube Channel.,UCBYpEIgqByL9n0VBnEC5SLQ,2018-05-01T23:16:53.467174Z
Sauti Sol,"Sauti Sol is a Kenyan afro pop band consisting of BienAime Baraza, Polycarp Otieno, Willis Austin Chimano and Savara Mudigi.",UCBZPPYU_l99Mg6-GXm6xbMg,2014-09-23T13:20:35Z
iamkelis,"Born and raised in Harlem, New York, Kelis Rogers, better known by just her first name, first came to prominence singing the hook of Ol’ Dirty Bastard’s hit Got Your Money. Years of chart-dominating songs and thrilling, boundary-pushing music followed resulting in millions of albums sold and numerous top 10 hits. She has released six albums, won Brit, Q, and NME Awards, and been nominated for two Grammy Awards. Her latest album Food, made with a live band and horn section, mints a sound that is rootsy, raw, and soulful without ever being retro. Upon release, the album was praised as one of her most adventurous works yet. Kelis has toured every corner of the world, performed at every major festival, and shared the stage with the world’s top artists. A fashion icon and designer muse since the early days of her career, she is celebrated for a personal style which is often as creative and forward-thinking as the music she makes.",UCB_SEzbn0RC3UnetPdJdNkg,2018-05-01T23:16:53.784449Z
Tom Scott,"Hi, I'm Tom Scott. These are some of the things I've made and done. They'll probably come back to haunt me in a few years' time.

Contact me: https://www.tomscott.com/contact/

• • •

This channel is a production of Pad 26 Limited, registered in England and Wales, № 11662641.
Registered office: Amelia House, Crescent Road, Worthing, West Sussex, BN11 1QR
(This address is only for legal documents; no other mail will be forwarded.)",UCBa659QWEk1AI4Tg--mrJ2A,2020-05-11T15:55:39.495257Z
Michael Simba,"thank you for stopping by my channel :)

Follow me on social media.
Facebook: Symbamyk
Instagram: Symbamyk
Twitter: Symbamyk

For inquires or business;
Email me Symbamyk@gmail.com
Let's journey life Together.",UCBcz-53j6pI6mUgo4gbMr0A,2018-08-17T12:08:56.241213Z
The Rock,"The official YouTube channel for Dwayne ""The Rock"" Johnson & Seven Bucks Digital Studios.  

Dwayne Johnson is best known for his films such as Disney’s Jungle Cruise, Universal’s Fast & Furious Presents: Hobbs and Shaw, Sony’s Jumanji: Welcome to the Jungle, Legendary’s Skyscraper, Paramount's Baywatch, Warner Brother's San Andreas, and more! Seven Bucks Productions original television productions include NBC’s The Titan Games, HBO’s Ballers, BET’s Finding Justice, Paramount Network’s Rock the Troops and HBO Documentary Films’ Rock and a Hard Place.

Find a variety of content including series like The Rock Reacts and Q&A Time, Project Rock training videos brought to you by Under Armour, and exclusive clips and trailers teasing Dwayne's movie and television projects.",UCBdw4dLCLLHmTgAOnW4V0hQ,2016-07-23T15:22:27Z
Geek on Fashion,"Nelly from Geekonfashion.com is a fashion, beauty & lifestyle content creator. Enjoying life’s little luxuries daily

Subscribe, like, share
Xx
Nelly",UCBfzYbCfaKyvMQYNkzooy4Q,2018-02-14T21:04:39.272712Z
kamata group,,UCBh4YoTwU0jbT_36E7jVrNw,2016-07-14T22:27:41Z
TONY JASEGA,Jasega music.,UCBjUW3CVkezTSdcIcxl566w,2017-09-27T14:57:46Z
G-Eazy,"Gerald Earl Gillum, better known by his stage name G-Eazy, is an American rapper, songwriter and record producer from Oakland, California.

""Helium"" Out Now: geazy.lnk.to/helium

SUBSCRIBE: http://www.youtube.com/subscription_center?add_user=geazytv",UCBkNpeyvBO2TdPGVC_PsPUA,2018-02-19T00:00:07.694121Z
Carolina Carlz,Join Your Favorite Ninjaress on the street quizzes and Carolina Hot Edition weekly♥️,UCBpDNsrtblTOTJ0DhGf4cUQ,2020-08-16T18:30:53.608734Z
Python and Pandas with Reuven Lerner,"I'm Reuven Lerner, and I teach Python and data science to companies around the world, and via my online store at https://LernerPython.com. I also publish two weekly newsletters — ""Better Developers"" (https://BetterDevelopersWeekly.com) and ""Bamboo Weekly"" (https://BambooWeekly.com) and have published two books (""Python Workout"" and ""Pandas Workout"").

On this YouTube channel, I publish videos that will help you with Python and Pandas. Many of the ideas come from participants in my courses, who ask me great questions just about every day.

Is there something you want to know? Just contact me!  My students generally give me the best ideas and directions for what to teach.",UCBqMxo5ch1NN0hZsM58gf6Q,2020-07-30T10:24:33.945557Z
TheRealAngelHaze,,UCBrdmj1bZw582IoRDjYOhHQ,2018-10-23T23:00:35.604428Z
Mother's Basement,"Geoff Thew, makes a living analyzing anime and other pop culture from the comfort of his mother's basement. Well, okay, actually he lives in a nice apartment now, but don't tell anyone, alright? He's known for his detailed breakdowns of the hidden secrets in anime openings, his fight scene analysis, and the Public Service Anime series, which provides helpful advice for everyday problems, like being caught up in a harem, or being transported to another world.

Join him every Tuesday and Saturday for deep dives into art that will give you a new appreciation for your favourite anime, video games, and films.",UCBs2Y3i14e1NWQxOGliatmg,2017-11-16T21:14:55Z
nnekaworld,,UCBs5IOhdlitSB915pm4oqDA,2018-04-27T00:00:43.270734Z
37signals,"Software for small businesses who need to get sh*t done.

Creators of Basecamp, HEY,  ONCE, and The REWORK Podcast w/ Jason Fried and David Heinemeier Hansson.

Don’t be shy — we love hearing from people who love and hate us. 😎",UCBtAnLa32mguFAqwV951yIg,2022-11-24T14:18:34.425063Z
shaggymedia,"Catch exclusive live, recording, performance & interview footage of Shaggy!",UCBtln7sL3FYAY6ePguz9sNg,2018-11-07T00:14:39.951055Z
X Ambassadors,"VHS(X) OUT NOW
https://xambassadors.lnk.to/vhsx

The official YouTube channel of X Ambassadors.",UCBv5tYsc0zm7RCum-umdIBA,2018-04-07T12:52:41.735521Z
Dbanj Records,"D'banj Records Official Youtube Channel.
DKM MEDIA LIMITED.

www.dbanjrecords.com
www.dkingsmen.com
instagram.com/dbanjrecords
twitter.com/dbanj_records
Facebook.com/dbanjrecordshq",UCBvKYTD5OqFoPDBOxy26ROQ,2016-03-30T17:44:09Z
Carrie Underwood,"Welcome to Carrie Underwood's official YouTube channel. 

Carrie Underwood emerged from the promise of her 2005 American Idol win to become a true multi-format, multi-media superstar, spanning achievements in music, television, film, and now books, as a New York Times bestselling author and successful entrepreneur.  All seven of her albums, including her Greatest Hits album, have been certified platinum or multi-platinum, and she has sold more than 64 million records worldwide.  She has also recorded 27 #1 singles, 14 of which she co-wrote. She packed arenas across North America on The Cry Pretty Tour 360 in 2019,  and has won over 100 major awards. 

Listen, Watch and Subscribe so you can be the first to know about Carrie Underwood's behind the scenes videos, music and her life. Thank you for stopping by!",UCBxZZfQ8R2xtk0YEU1d8l4Q,2018-04-16T01:05:18.579811Z
Drake,"https://www.ovosound.com
https://www.drakerelated.com",UCByOQJjav0CUDwxCk-jVNRQ,2019-11-05T01:31:24.581731Z
KBN TV,"Entertainment News Channel 
Welcome!

NEWS UPDATES, ENTERTAINMENT,  POLITICS, DOCUMENTARIES, TRENDING 

This channel is a News leading channel in Kenya that plays a big role in updating viewers and subscribers on what's happening in Kenya and beyond borders. 
Our main intention is to INFORM, EDUCATE and ENTERTAIN.
If you have not subscribed, consider subscribing now so that you always stay updated.
For any inquiry or a complaint, be free to reach us through our email, kenyabroadcastingnetwork@gmail.com",UCBzggMxW2E9x-wKtL2OnV5w,2020-01-25T17:48:07.303338Z
The Proverbial Kiki,7th Best Rapper,UCC-_Mc9lzoyfw_QJLWP5lPA,2017-09-18T15:04:25Z
Official Flavour,"Welcome to Official Flavour’s YouTube Channel — Home of Africa’s King of Modern Highlife.

Flavour of Africa is a multi-award-winning artist, singer, songwriter, and performer signed to 2NITE MUSIC GROUP. Known for his signature sound, rich vocals, and dynamic stage presence, Flavour stands as one of Africa’s most influential and celebrated music acts.

On this channel, you’ll find official music videos, live performances, behind-the-scenes content, and hit songs including “Nwa Baby (Ashawo Remix),” “Ada Ada,” “Time to Party,” “Game Changer,” ""Big Baller"" and more.

Subscribe and turn on notifications to stay updated on new releases, exclusive videos, and special announcements.

Visit www.flavourofafrica.com for more on Flavour’s music and latest updates.

Follow Flavour on:

TikTok: https://www.tiktok.com/@flavourofafrica

Facebook: https://www.facebook.com/FlavourNabania

Twitter: https://www.twitter.com/2niteflavour

Instagram: https://www.instagram.com/2niteflavour",UCC24v-BVlGf1IeiqMlFx0dQ,2017-07-01T08:22:10Z
